Subject ID,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0102349,dsc_1_rest_645,0.017,0.104,1,0.004,0.001,0.188,1.125,0.0152,0.0433,0.0302,0.1288,0.0158,0.1189,-0.000296,0.000746,-0.000259,-0.000187,-0.000424,-5.20E-05,0.2112,0.4101,0.1455,0.2609,0.2437,0.1874,0.073637,0.166761,0.07535,0.042135,0.094494,0.044107,0.0773,5,0.2779,0.1381,0.5549,33.3129,0.0487
0102826,dsc_1_rest_645,0.04,0.398,56,0.005,0,0.664,1.157,0.0492,0.232,0.0592,0.478,0.0428,0.2232,-0.00021,0.000543,-0.000165,0.000139,-0.000334,-0.001328,0.1747,0.3863,0.118,0.5898,0.1983,0.7116,0.065323,0.083141,0.028805,0.153555,0.085083,0.286121,0.1123,113,0.3351,0.2122,12.5416,18.8955,0.0734
0104642,dsc_1_rest_645,0.091,1.472,287,0.014,0,2.872,3.334,0.108,1.0004,0.1052,1.339,0.1082,0.6757,0.000457,-0.00073,0.000152,0.000513,0.000336,-0.000214,0.4434,1.1618,0.2755,1.5816,0.3619,0.9172,0.114353,0.195905,0.077322,0.280976,0.100005,0.120474,0.2165,345,0.4653,0.4864,38.2908,16.5452,0.1486
0105316,dsc_1_rest_645,0.035,0.343,53,0.006,0,0.544,1.896,0.0262,0.256,0.0404,0.3383,0.0385,0.3642,-0.000169,-0.000343,-0.000445,0.000577,-0.000263,-0.000844,0.0972,1.0058,0.2214,0.8547,0.1938,0.4905,0.043055,0.264751,0.122681,0.284447,0.105715,0.170267,0.0919,82,0.3031,0.1983,9.101,19.8424,0.0693
0105409,dsc_1_rest_645,0.038,0.458,36,0.007,-0.002,0.794,6.23,0.1082,0.3274,0.1301,0.6056,0.1197,0.2892,-0.000779,-0.004304,0.001094,0.000946,-2.80E-05,-0.000561,0.4888,2.6692,0.8001,0.6656,0.1112,0.3128,0.235012,1.498628,0.336968,0.384886,0.01906,0.080514,0.0853,24,0.292,0.1592,2.6637,16.0208,0.0465
0106639,dsc_1_rest_645,0.018,0.177,6,0.004,0,0.347,0.753,0.0499,0.1094,0.0353,0.1983,0.0613,0.1785,-8.70E-05,-0.000227,7.40E-05,0.000173,-1.70E-05,-0.000664,0.1046,0.1694,0.097,0.5173,0.0804,0.4096,0.036305,0.041789,0.026338,0.068219,0.022977,0.14234,0.0576,6,0.2401,0.0992,0.6659,17.0918,0.0328
0106760,dsc_1_rest_645,0.029,0.2,18,0.006,-0.002,0.213,2.229,0.0587,0.1306,0.0569,0.2173,0.0324,0.1636,0.000134,0.001192,0.000292,-0.000762,0.000182,-0.000954,0.1249,0.9699,0.2763,0.6925,0.0999,0.721,0.022762,0.219055,0.08419,0.131701,0.025906,0.182853,0.0907,28,0.3011,0.1634,3.1077,33.252,0.0577
0108040,dsc_1_rest_645,0.028,0.175,13,0.002,0,0.2,0.455,0.0164,0.0328,0.022,0.2589,0.0192,0.117,-2.80E-05,0.000118,-7.00E-06,0.000342,-4.60E-05,-0.00019,0.0308,0.1299,0.0472,0.2939,0.0399,0.2319,0.012517,0.022073,0.014354,0.062498,0.01543,0.054583,0.0712,7,0.2669,0.137,0.7769,21.5224,0.0472
0108258,dsc_1_rest_645,0.029,0.144,7,0.007,0,0.237,1.48,0.0701,0.1571,0.0659,0.1808,0.0451,0.1439,0.00014,0.001344,0.000195,-2.90E-05,0.000132,-0.001347,0.1127,0.76,0.1266,0.2386,0.1025,0.7075,0.026669,0.285196,0.051368,0.071244,0.030692,0.286653,0.0786,9,0.2804,0.1306,0.9989,37.199,0.0537
0108312,dsc_1_rest_645,0.024,0.14,9,0.007,0.001,0.221,2.685,0.0964,0.0988,0.1186,0.1493,0.0456,0.2268,-0.00054,0.001309,-0.000216,-0.001865,-0.001131,-0.001544,0.4747,0.757,0.2263,1.2019,0.6499,0.8142,0.099217,0.189842,0.051546,0.335649,0.212489,0.280696,0.1024,60,0.32,0.1861,6.6593,34.0516,0.0598
0108485,dsc_1_rest_645,0.018,0.135,5,0.005,0,0.47,1.458,0.1817,0.5098,0.2059,0.1537,0.1208,0.1263,0.000187,-0.001162,0.000753,-0.000389,0.000373,0.000124,0.1792,0.8434,0.3707,0.3559,0.2137,0.1986,0.04972,0.267384,0.17692,0.064553,0.087768,0.042192,0.0728,20,0.2698,0.1392,2.2198,25.9116,0.0427
0110591,dsc_1_rest_645,0.011,0.076,0,0.008,0,0.105,0.594,0.0188,0.0885,0.0206,0.0703,0.0188,0.0843,5.40E-05,-0.0002,0.000145,-0.000569,5.20E-05,-0.000484,0.0523,0.2379,0.0881,0.3839,0.0409,0.3078,0.018324,0.06113,0.035722,0.137029,0.014021,0.094217,0.0623,1,0.2497,0.1196,0.111,15.1087,0.0356
0110922,dsc_1_rest_645,0.018,0.082,0,0.008,0,0.139,2.718,0.0229,0.0506,0.0288,0.0734,0.0266,0.119,-0.001153,0.002771,-0.000395,-0.00038,-0.000737,-0.001104,0.627,1.3331,0.3493,0.5931,0.4108,0.6958,0.289874,0.645725,0.114669,0.25612,0.201004,0.218854,0.077,0,0.2775,0.1263,0,32.4768,0.0551
0112131,dsc_1_rest_645,0.013,0.101,1,0.007,0,0.35,3.297,0.0309,0.1899,0.1085,0.1651,0.0426,0.1542,0.000167,0.003373,-0.000376,-0.00122,-0.0002,-0.001439,0.1307,1.6139,0.3003,0.7956,0.1988,0.7238,0.068689,0.710409,0.102327,0.316463,0.060394,0.283984,0.0818,21,0.286,0.1628,2.3307,39.2579,0.0454
0112586,dsc_1_rest_645,0.017,0.077,0,0.005,0,0.116,0.817,0.0225,0.0483,0.0208,0.086,0.0362,0.1205,-0.00031,0.000588,0.000202,-0.000347,2.60E-05,-0.000341,0.1585,0.3442,0.1299,0.2707,0.1026,0.2396,0.079384,0.132847,0.022613,0.132487,0.035959,0.089283,0.0783,2,0.2797,0.1326,0.222,16.3206,0.0494
0114326,dsc_1_rest_645,0.033,0.452,20,0.011,-0.001,1.267,2.462,0.1575,0.498,0.6815,0.4413,0.1264,0.4471,4.80E-05,0.000581,-3.40E-05,-0.000288,-5.10E-05,-0.000371,0.2475,0.9382,0.9637,0.8995,0.2116,0.6241,0.018384,0.304845,0.036252,0.173249,0.025101,0.069008,0.1127,53,0.3357,0.2194,5.8824,34.3496,0.0676
0114688,dsc_1_rest_645,0.015,0.093,0,0.005,0,0.182,0.861,0.0267,0.103,0.07,0.0991,0.0411,0.1014,0.000235,0.000505,0.000173,-0.000264,7.10E-05,-0.000772,0.1642,0.329,0.169,0.2836,0.1333,0.4258,0.043176,0.125854,0.038454,0.101886,0.027765,0.134699,0.0598,3,0.2446,0.1094,0.333,16.1452,0.0337
0116011,dsc_1_rest_645,0.037,0.618,41,0.006,0,0.988,1.469,0.0269,0.2624,0.0422,0.6651,0.0287,0.223,5.70E-05,7.00E-05,0.000189,5.40E-05,3.20E-05,-0.000435,0.0531,0.4914,0.17,0.7772,0.0563,0.2726,0.012071,0.069792,0.046169,0.064891,0.011449,0.076032,0.095,21,0.3082,0.1619,2.3307,34.5208,0.0587
0116094,dsc_1_rest_645,0.04,0.399,33,0.011,-0.002,2.108,4.575,0.0655,1.1322,0.1603,0.2229,0.0481,0.6396,-3.30E-05,-0.003187,0.000715,0.000867,0.000403,-0.000151,0.1308,2.2878,0.4084,0.5866,0.2338,0.5207,0.035594,0.979808,0.205026,0.174153,0.134929,0.062684,0.142,156,0.3768,0.2453,17.3141,19.1774,0.0903
0117604,dsc_1_rest_645,0.023,0.104,2,0.004,0,0.175,0.442,0.0194,0.0754,0.0257,0.1032,0.0407,0.1424,-5.60E-05,0.000425,-0.000158,0.000171,2.90E-05,-0.000295,0.0944,0.2303,0.1049,0.1799,0.0888,0.2281,0.020734,0.073119,0.047745,0.036863,0.035136,0.060366,0.07,1,0.2646,0.1191,0.111,14.0973,0.0424
0117893,dsc_1_rest_645,0.029,0.229,29,0.015,-0.001,0.831,4.123,0.0947,0.5282,0.1094,0.2497,0.0483,0.1577,0.001266,0.001783,0.001226,-8.10E-05,0.000992,-0.000808,1.0281,2.1937,0.6466,0.6906,0.628,0.4987,0.383713,0.664053,0.295536,0.123996,0.2565,0.165818,0.1454,177,0.3814,0.2588,19.6448,30.5087,0.0855
0118629,dsc_1_rest_645,0.048,0.953,49,0.013,0,2.508,2.659,0.1713,0.9817,0.3405,0.8934,0.0971,0.3588,-9.10E-05,-0.000312,6.20E-05,2.80E-05,7.40E-05,-0.000488,0.1656,0.9108,0.3595,1.1485,0.094,0.6064,0.02441,0.081922,0.076542,0.081171,0.023179,0.100523,0.1346,76,0.3668,0.2875,8.4351,30.5787,0.0789
0119768,dsc_1_rest_645,0.03,0.16,10,0.006,0,0.249,0.911,0.0195,0.0828,0.0333,0.2002,0.0182,0.2487,8.90E-05,-0.000659,0.000176,-0.000279,0.000133,-0.00036,0.119,0.3916,0.124,0.3711,0.0883,0.2892,0.031619,0.117997,0.017787,0.048316,0.017303,0.074204,0.0912,12,0.302,0.1519,1.3319,17.058,0.0557
0119947,dsc_1_rest_645,0.033,0.188,8,0.003,0,0.167,0.41,0.0149,0.0506,0.0219,0.2084,0.0135,0.1464,1.00E-06,-1.50E-05,-0.000203,-3.50E-05,-5.20E-05,-0.000351,0.0381,0.1331,0.1031,0.3182,0.0326,0.202,0.013973,0.054819,0.044797,0.059179,0.010922,0.059315,0.1002,30,0.3165,0.1684,3.3296,29.0777,0.0727
0120659,dsc_1_rest_645,0.04,0.141,17,0.003,0,0.15,0.743,0.0243,0.039,0.0205,0.076,0.0088,0.1449,-0.000178,0.000199,-0.00042,0.000117,-0.000248,-0.000625,0.0955,0.1787,0.231,0.1644,0.1261,0.4188,0.026343,0.022272,0.097315,0.027414,0.055091,0.101307,0.0889,1,0.2982,0.1426,0.111,18.1844,0.064
0123245,dsc_1_rest_645,0.024,0.079,0,0.006,0,0.12,1.498,0.0168,0.0598,0.0294,0.0505,0.012,0.0781,0.000868,-0.000213,-0.001243,0.000652,0.000138,-0.001387,0.3948,0.195,0.5785,0.3593,0.1159,0.6954,0.217445,0.053091,0.286365,0.082783,0.045929,0.261534,0.0602,0,0.2454,0.0944,0,19.3278,0.036
0123711,dsc_1_rest_645,0.024,0.135,4,0.006,0,0.145,0.787,0.0263,0.05,0.0263,0.0928,0.0251,0.2695,0.00024,0.000168,0.000265,0.00032,0.000268,-0.000199,0.155,0.2928,0.1292,0.4208,0.1513,0.2156,0.072649,0.102106,0.071422,0.104224,0.07553,0.057943,0.1115,53,0.3339,0.1863,5.8824,37.7368,0.0821
0124041,dsc_1_rest_645,0.039,0.369,57,0.007,0.001,0.471,2.075,0.0959,0.127,0.0603,0.2588,0.0807,0.2693,0.000353,-0.001263,-0.000261,0.000528,-4.90E-05,-0.000645,0.2206,0.8727,0.1941,0.4577,0.1303,0.3812,0.060778,0.261485,0.079475,0.154721,0.02929,0.147948,0.0903,44,0.3005,0.1661,4.8835,34.4414,0.0594
0125747,dsc_1_rest_645,0.021,0.095,0,0.005,-0.001,0.214,1.659,0.0591,0.2191,0.0677,0.142,0.031,0.11,0.000592,0.000648,0.001202,0.000753,0.000385,-0.00076,0.3201,0.4094,0.5648,0.5468,0.2117,0.51,0.106899,0.108467,0.303881,0.148171,0.111142,0.138148,0.0761,3,0.2759,0.1216,0.333,31.2443,0.0527
0126720,dsc_1_rest_645,0.019,0.08,0,0.005,-0.001,0.093,2.094,0.0202,0.0772,0.0227,0.0692,0.0212,0.1216,0.000721,0.001592,0.000436,0.000123,0.000956,-0.000773,0.5397,0.8884,0.2627,0.2082,0.5914,0.4537,0.116733,0.285184,0.124759,0.076109,0.208697,0.140828,0.0689,0,0.2624,0.1214,0,15.1362,0.0459
0126807,dsc_1_rest_645,0.026,0.106,1,0.006,0,0.187,0.444,0.0137,0.0563,0.0143,0.12,0.0226,0.0791,4.20E-05,-7.50E-05,-3.60E-05,-7.00E-06,8.00E-06,-0.000317,0.0315,0.1164,0.0574,0.1598,0.0565,0.247,0.00871,0.027675,0.012616,0.054083,0.009856,0.040025,0.0895,4,0.2991,0.1494,0.444,16.5353,0.0575
0126996,dsc_1_rest_645,0.009,0.126,1,0.007,0,0.336,0.695,0.0253,0.1338,0.0287,0.1099,0.0189,0.1064,-1.70E-05,0.000114,6.30E-05,-0.000196,1.70E-05,-0.000567,0.0614,0.2852,0.0834,0.197,0.0541,0.3411,0.024026,0.070693,0.035039,0.121295,0.024307,0.077718,0.0513,3,0.2265,0.0857,0.333,29.2051,0.0325
0127209,dsc_1_rest_645,0.033,0.157,9,0.005,-0.002,0.246,4.917,0.0307,0.1215,0.0375,0.0784,0.0197,0.1559,-0.000213,0.004763,0.000649,-0.000696,4.70E-05,-0.002881,0.2244,2.4986,0.3556,0.6943,0.094,1.7525,0.056459,1.16501,0.183532,0.222638,0.032183,0.693291,0.0816,5,0.2856,0.1265,0.5549,32.8702,0.0553
0128312,dsc_1_rest_645,0.04,0.318,60,0.016,0,2.685,3.136,0.1836,2.0529,0.2581,0.6554,0.1631,0.3418,-0.000741,-0.001778,0.000127,-0.000196,-0.000161,-0.000389,0.4896,1.8282,0.4672,0.6856,0.1845,0.3906,0.206895,0.525986,0.101027,0.120115,0.051892,0.114904,0.1587,189,0.3984,0.3301,20.9767,34.1318,0.102
0129973,dsc_1_rest_645,0.035,0.142,39,0.007,-0.001,0.215,1.793,0.0338,0.0696,0.029,0.105,0.0302,0.2236,-0.000373,0.001234,-1.70E-05,-0.000315,-0.000155,-0.000192,0.4152,0.8106,0.1443,0.4058,0.2467,0.5368,0.083736,0.170762,0.071492,0.119152,0.07553,0.141824,0.1154,123,0.3397,0.2088,13.6515,13.6053,0.0721
0130716,dsc_1_rest_645,0.033,0.174,17,0.006,0,0.202,0.612,0.0313,0.0929,0.0417,0.2215,0.0287,0.1669,8.00E-05,0.00016,-0.00042,-0.000503,-5.60E-05,-0.000308,0.1129,0.263,0.2133,0.3125,0.0869,0.3054,0.029822,0.075066,0.122833,0.079693,0.038692,0.07399,0.1504,223,0.3879,0.2379,24.7503,34.7477,0.0979
0132177,dsc_1_rest_645,0.045,0.195,80,0.004,0,0.193,0.613,0.0243,0.0514,0.0242,0.1237,0.0182,0.2224,-9.20E-05,4.90E-05,-2.20E-05,-4.90E-05,-9.90E-05,-0.000936,0.0987,0.0792,0.0439,0.1953,0.0576,0.5894,0.043272,0.024076,0.013469,0.054097,0.023614,0.175887,0.098,45,0.313,0.1809,4.9945,36.1203,0.0698
0133962,dsc_1_rest_645,0.065,0.359,199,0.01,0,0.662,1.858,0.0662,0.1873,0.0838,0.3504,0.0815,0.2835,5.10E-05,0.000275,3.90E-05,-8.20E-05,4.60E-05,-0.000303,0.1109,0.6647,0.1296,0.7365,0.1377,0.349,0.031281,0.104412,0.035125,0.126619,0.018335,0.072527,0.1728,319,0.4156,0.3114,35.4051,16.2445,0.1083
0137131,dsc_1_rest_645,0.029,0.28,10,0.01,-0.002,1.007,2.946,0.0792,0.4412,0.0954,0.3688,0.058,0.1374,9.60E-05,-0.002104,2.70E-05,0.000744,-0.000101,-0.000505,0.1355,1.415,0.1142,0.619,0.1106,0.3532,0.058242,0.450118,0.043217,0.123523,0.02203,0.086816,0.0969,34,0.3112,0.1792,3.7736,15.4741,0.0585
